Site;Competition;Species;Indv;Sample;Height;N_flowers;DiamCavity;LongLab;WidthLab;DepthLab;N_Fruits;N_Pollinia;FruitSet;PolliniaSet;PolliniaRemoval
Son Doblons;Yes;parviflora;24;Son Doblons_parviflora24;10.1;2;2;6;3;6.5;0;4;0;1;0
Son Doblons;Yes;parviflora;25;Son Doblons_parviflora25;19.3;4;2;7.5;3.5;8;;;;;
Son Doblons;Yes;parviflora;26;Son Doblons_parviflora26;18.2;5;1.5;6;2.5;8;0;;0;0;1
Son Doblons;Yes;parviflora;27;Son Doblons_parviflora27;20.6;6;2;7;3;7;;;;;
Son Doblons;Yes;parviflora;28;Son Doblons_parviflora28;15.5;4;2;8.5;3.5;7.5;0;2;0;0.25;0.75
Son Doblons;Yes;parviflora;29;Son Doblons_parviflora29;18;3;3;8.5;4;9;0;2;0;0.333333333;0.666666667
Son Doblons;Yes;parviflora;30;Son Doblons_parviflora30;8.6;3;2.5;8.5;3;7;1;6;0.333333333;1;0
Son Gual;Yes;lingua;1;Son Gual_lingua1;23.5;5;5;16;8;13;1;8;0.2;0.8;0.2
Son Gual;Yes;lingua;2;Son Gual_lingua2;25.5;4;5;18;7;13;0;8;0;1;0
Son Gual;Yes;lingua;3;Son Gual_lingua3;24;4;6;15;7.5;14;0;8;0;1;0
Son Gual;Yes;lingua;4;Son Gual_lingua4;18.5;3;6;17;7;12;0;5;0;0.833333333;0.166666667
Son Gual;Yes;lingua;5;Son Gual_lingua5;22;3;4.5;16;7;13;0;4;0;0.666666667;0.333333333
Son Gual;Yes;lingua;6;Son Gual_lingua6;17;2;4;18;4.5;14;0;;0;0;1
Son Gual;Yes;lingua;7;Son Gual_lingua7;18;3;4;17;5;12;0;6;0;1;0
Son Gual;Yes;lingua;8;Son Gual_lingua8;18;3;4;16;4;12;0;6;0;1;0
Son Gual;Yes;lingua;9;Son Gual_lingua9;21;2;4;17;5;13;0;4;0;1;0
Son Gual;Yes;lingua;10;Son Gual_lingua10;24;3;4;20;6;14;0;6;0;1;0
Son Gual;Yes;lingua;11;Son Gual_lingua11;24.5;4;4;17;6;13;0;8;0;1;0
Son Gual;Yes;lingua;12;Son Gual_lingua12;16;4;5;14;6;13;0;8;0;1;0
Son Gual;Yes;lingua;13;Son Gual_lingua13;16;3;5;12.5;6;12.5;0;6;0;1;0
Son Gual;Yes;lingua;14;Son Gual_lingua14;10;2;4;15;10;12.5;;;;;
Son Gual;Yes;lingua;15;Son Gual_lingua15;13.5;3;4.5;15;7.5;13;0;6;0;1;0
Son Gual;Yes;lingua;16;Son Gual_lingua16;19.5;3;4.5;16.5;7;15.5;0;5;0;0.833333333;0.166666667
Son Gual;Yes;lingua;17;Son Gual_lingua17;17.7;3;4;14;5;14;0;6;0;1;0
Son Gual;Yes;lingua;18;Son Gual_lingua18;18.3;4;5;13.5;9;12;0;8;0;1;0
Son Gual;Yes;lingua;19;Son Gual_lingua19;17.6;4;5;14.5;7;14;0;4;0;0.5;0.5
Son Gual;Yes;lingua;20;Son Gual_lingua20;13.9;2;5.5;12;7;13;0;4;0;1;0
Son Gual;Yes;lingua;21;Son Gual_lingua21;14;3;5;13.5;7.5;14;0;6;0;1;0
Son Gual;Yes;lingua;22;Son Gual_lingua22;11;1;5;12;6.5;13;0;2;0;1;0
Son Gual;Yes;lingua;23;Son Gual_lingua23;14.2;2;6;16;9;16;;;;;
Son Gual;Yes;lingua;24;Son Gual_lingua24;13;3;4.5;16;7;13;0;6;0;1;0
Son Gual;Yes;lingua;25;Son Gual_lingua25;12.3;2;5;18;9;13;0;4;0;1;0
Son Gual;Yes;lingua;26;Son Gual_lingua26;18;4;4;19;7;12;0;8;0;1;0
Son Gual;Yes;lingua;27;Son Gual_lingua27;12;2;4.5;16;7;11;;;;;
Son Gual;Yes;lingua;28;Son Gual_lingua28;15.5;4;5;21;8.5;13.5;0;8;0;1;0
Son Gual;Yes;lingua;29;Son Gual_lingua29;22;4;6;19;7;13.5;0;8;0;1;0
Son Gual;Yes;lingua;30;Son Gual_lingua30;20.3;2;4.5;14.5;7;;0;4;0;1;0
Son Gual;Yes;parviflora;1;Son Gual_parviflora1;11.7;4;3;8.5;4.5;10;3;4;0.75;0.5;0.5
Son Gual;Yes;parviflora;2;Son Gual_parviflora2;20;4;2;10;3;10;4;4;1;0.5;0.5
Son Gual;Yes;parviflora;3;Son Gual_parviflora3;23.5;7;3;10;3;8.5;7;14;1;1;0
Son Gual;Yes;parviflora;4;Son Gual_parviflora4;26.5;10;3;10;4;10;10;20;1;1;0
Son Gual;Yes;parviflora;5;Son Gual_parviflora5;14.5;3;3;10;3;9;1;2;0.333333333;0.333333333;0.666666667
Son Gual;Yes;parviflora;6;Son Gual_parviflora6;8.5;2;3;9;3;7;2;4;1;1;0
Son Gual;Yes;parviflora;7;Son Gual_parviflora7;18;4;2.5;8.5;4;9;4;8;1;1;0
Son Gual;Yes;parviflora;8;Son Gual_parviflora8;20;6;3;12;3.5;14.5;6;12;1;1;0
Son Gual;Yes;parviflora;9;Son Gual_parviflora9;20.3;5;2.5;10;4;9.5;5;10;1;1;0
Son Gual;Yes;parviflora;10;Son Gual_parviflora10;20;6;3.5;12;5;10;6;12;1;1;0
Son Gual;Yes;parviflora;11;Son Gual_parviflora11;23;4;2.5;9;4;8;4;8;1;1;0
Son Gual;Yes;parviflora;12;Son Gual_parviflora12;20;5;3;10;5;10;5;8;1;0.8;0.2
Son Gual;Yes;parviflora;13;Son Gual_parviflora13;22;5;3;9;4;8;5;8;1;0.8;0.2
Son Gual;Yes;parviflora;14;Son Gual_parviflora14;8;2;2;7;3;6.5;;;;;
Son Gual;Yes;parviflora;15;Son Gual_parviflora15;13.4;3;2;10;4;7.5;3;6;1;1;0
Son Gual;Yes;parviflora;16;Son Gual_parviflora16;12.3;2;2.5;7;3;8.5;2;4;1;1;0
Son Gual;Yes;parviflora;17;Son Gual_parviflora17;11.3;2;3;8.5;3.5;8.5;2;4;1;1;0
Son Gual;Yes;parviflora;18;Son Gual_parviflora18;10.9;3;2.5;6.5;3.5;10;;;;;
Son Gual;Yes;parviflora;19;Son Gual_parviflora19;9.6;3;2;7;3;8.5;;;;;
Son Gual;Yes;parviflora;20;Son Gual_parviflora20;8.5;2;2;8;3;7.5;;;;;
Son Gual;Yes;parviflora;21;Son Gual_parviflora21;11.3;3;2;8.5;3.5;9;3;6;1;1;0
Son Gual;Yes;parviflora;22;Son Gual_parviflora22;8.5;2;3;7;3.5;8;;;;;
Son Gual;Yes;parviflora;23;Son Gual_parviflora23;11.5;2;2.5;9;3;8;2;4;1;1;0
Son Gual;Yes;parviflora;24;Son Gual_parviflora24;9.5;2;2;8.5;3;7.5;;;;;
Son Gual;Yes;parviflora;25;Son Gual_parviflora25;10.6;2;2.5;6;2.5;7.5;2;4;1;1;0
Son Gual;Yes;parviflora;26;Son Gual_parviflora26;9.8;2;2.5;8;3.5;7.5;;;;;
Son Gual;Yes;parviflora;27;Son Gual_parviflora27;14.3;3;2.5;7.5;3;8;;;;;
Son Gual;Yes;parviflora;28;Son Gual_parviflora28;10.4;3;3;8.5;3.5;8.5;;;;;
Son Gual;Yes;parviflora;29;Son Gual_parviflora29;11.8;3;3;9.5;3;9;3;6;1;1;0
Son Gual;Yes;parviflora;30;Son Gual_parviflora30;15;3;3;9.5;4;8;3;4;1;0.666666667;0.333333333
Son Real;No;lingua;1;Son Real_lingua1;14;3;4.5;12.5;7;10.5;0;6;0;1;0
Son Real;No;lingua;2;Son Real_lingua2;14.2;2;4.5;16;8;12.5;0;4;0;1;0
Son Real;No;lingua;3;Son Real_lingua3;10.5;3;4.5;11.5;7.5;11;0;2;0;0.333333333;0.666666667
Son Real;No;lingua;4;Son Real_lingua4;14;2;4.5;15;8;9.5;0;2;0;0.5;0.5
Son Real;No;lingua;5;Son Real_lingua5;11.2;2;6;15;7;15;0;2;0;0.5;0.5
Son Real;No;lingua;6;Son Real_lingua6;14;4;5.5;12.5;8;14;0;8;0;1;0
Son Real;No;lingua;7;Son Real_lingua7;18.2;4;5;7;5;12.5;0;6;0;0.75;0.25
Son Real;No;lingua;8;Son Real_lingua8;13.2;2;4.5;13;6.5;12.5;0;4;0;1;0
Son Real;No;lingua;9;Son Real_lingua9;15;2;5;13;7;14;0;4;0;1;0
Son Real;No;lingua;10;Son Real_lingua10;13.2;2;4.5;12.5;7.5;12;0;4;0;1;0
Son Real;No;lingua;11;Son Real_lingua11;16.5;3;4;12.5;8;11;0;6;0;1;0
Son Real;No;lingua;12;Son Real_lingua12;13.5;4;5;13;6;12;0;8;0;1;0
Son Real;No;lingua;13;Son Real_lingua13;14.2;3;4;13;6;12;0;;0;0;1
Son Real;No;lingua;14;Son Real_lingua14;13;2;4;6;4;11;0;2;0;0.5;0.5
Son Real;No;lingua;15;Son Real_lingua15;15;2;4.5;13;6.5;11;0;4;0;1;0
Son Real;No;lingua;16;Son Real_lingua16;12;2;4;8;4.5;11;0;4;0;1;0
Son Real;No;lingua;17;Son Real_lingua17;15;2;4.5;11;6;9;0;2;0;0.5;0.5
Son Real;No;lingua;18;Son Real_lingua18;17;3;4.5;11;5.5;12;0;6;0;1;0
Son Real;No;lingua;19;Son Real_lingua19;12.5;3;4;12.6;4.6;12;0;6;0;1;0
Son Real;No;lingua;20;Son Real_lingua20;11.5;3;6;17;8;13;0;6;0;1;0
Son Real;No;lingua;21;Son Real_lingua21;15;3;6.5;14;7;12;0;6;0;1;0
Son Real;No;lingua;22;Son Real_lingua22;21;3;2.5;11.5;4.5;10.5;;;;;
Son Real;No;lingua;23;Son Real_lingua23;18.5;4;3.5;12;6;10.5;0;8;0;1;0
Son Real;No;lingua;24;Son Real_lingua24;17.2;2;5;14;6;12;0;4;0;1;0
Son Real;No;lingua;25;Son Real_lingua25;16;2;5;11;6.5;11.5;0;4;0;1;0
Son Real;No;lingua;26;Son Real_lingua26;18;2;5;12;6;14;;;;;
Son Real;No;lingua;27;Son Real_lingua27;18.5;3;5;12;6.5;12;0;6;0;1;0
Son Real;No;lingua;28;Son Real_lingua28;16;3;5;11;6;12.5;0;6;0;1;0
Son Real;No;lingua;29;Son Real_lingua29;12.5;2;5;11;6.5;12;0;4;0;1;0
Son Real;No;lingua;30;Son Real_lingua30;11.9;2;6;11.5;7.5;12.5;0;4;0;1;0
Son Veri;No;parviflora;1;Son Veri_parviflora1;11.5;2;3.6;7.2;2.5;7;2;4;1;1;0
Son Veri;No;parviflora;2;Son Veri_parviflora2;8.6;2;3.4;7.1;2.7;6.4;2;4;1;1;0
Son Veri;No;parviflora;3;Son Veri_parviflora3;10;3;3.7;6.8;3.6;6.9;;;;;
Son Veri;No;parviflora;4;Son Veri_parviflora4;19.5;2;4;6.6;3.1;9.3;;;;;
Son Veri;No;parviflora;5;Son Veri_parviflora5;11.4;2;2.8;5.7;2.7;5.3;1;2;0.5;0.5;0.5
Son Veri;No;parviflora;6;Son Veri_parviflora6;12.7;2;3.6;7.1;2.8;6.8;;;;;
Son Veri;No;parviflora;7;Son Veri_parviflora7;12.8;2;3.3;6.2;2.8;7.3;2;4;1;1;0
Son Veri;No;parviflora;8;Son Veri_parviflora8;13.1;2;3.2;5;2.4;7.5;;;;;
Son Veri;No;parviflora;11;Son Veri_parviflora11;8.5;2;2.8;6;2.6;6.3;2;4;1;1;0
Son Veri;No;parviflora;12;Son Veri_parviflora12;7.1;2;3.1;6.6;1.7;6.5;;;;;
Son Veri;No;parviflora;13;Son Veri_parviflora13;14.5;2;3.4;6.4;2.5;5.9;2;4;1;1;0
Son Veri;No;parviflora;14;Son Veri_parviflora14;6.8;2;2.4;6.6;2.9;7.3;0;4;0;1;0
Son Veri;No;parviflora;15;Son Veri_parviflora15;14.5;2;3.1;6.4;2.7;6.4;2;4;1;1;0
Son Veri;No;parviflora;16;Son Veri_parviflora16;13.2;2;3.4;6.5;3.1;6.8;2;4;1;1;0
Son Veri;No;parviflora;17;Son Veri_parviflora17;11.2;3;3.2;6.4;3;7.2;;;;;
Son Veri;No;parviflora;18;Son Veri_parviflora18;9.5;2;3;6;3;7;1;4;0.5;1;0
Son Veri;No;parviflora;19;Son Veri_parviflora19;7.3;2;3.1;4.4;2.3;4.1;0;4;0;1;0
Son Veri;No;parviflora;20;Son Veri_parviflora20;11.3;2;3;8;3.1;5.7;2;4;1;1;0
Son Veri;No;parviflora;21;Son Veri_parviflora21;8.7;2;3.6;7;2.8;5.9;1;4;0.5;1;0
Son Veri;No;parviflora;22;Son Veri_parviflora22;9.5;2;2.3;7.6;4.4;5.2;2;4;1;1;0
Son Veri;No;parviflora;23;Son Veri_parviflora23;12.9;2;3.5;6.8;2.7;5.4;2;4;1;1;0
Son Veri;No;parviflora;24;Son Veri_parviflora24;14;5;2.4;5.6;3.2;6.4;5;10;1;1;0
Son Veri;No;parviflora;25;Son Veri_parviflora25;12.7;2;4.1;5.9;4.7;5.7;2;4;1;1;0
Son Veri;No;parviflora;26;Son Veri_parviflora26;10.1;2;5.2;7.1;2.6;5.2;2;4;1;1;0
Son Veri;No;parviflora;27;Son Veri_parviflora27;15.7;3;3;6.7;3.9;5.4;;;;;
Son Veri;No;parviflora;28;Son Veri_parviflora28;14.3;3;3.8;6.7;3.4;6.2;3;6;1;1;0
Son Veri;No;parviflora;29;Son Veri_parviflora29;14;4;2.9;6;2.9;4.9;4;8;1;1;0
Son Veri;No;parviflora;30;Son Veri_parviflora30;12.5;2;2.9;8.1;1.9;6;2;4;1;1;0
UIB;No;parviflora;1;UIB_parviflora1;22.5;5;4;10;4;9;5;10;1;1;0
UIB;No;parviflora;2;UIB_parviflora2;18;4;3.5;9.5;5;11;4;8;1;1;0
UIB;No;parviflora;3;UIB_parviflora3;10.5;3;3.5;7.5;4.5;8.5;3;6;1;1;0
UIB;No;parviflora;4;UIB_parviflora4;14;3;3;8.5;4;9;3;6;1;1;0
UIB;No;parviflora;5;UIB_parviflora5;13;3;3;6;3;6;3;4;1;0.666666667;0.333333333
UIB;No;parviflora;6;UIB_parviflora6;13.5;2;3;8;3.5;8;2;2;1;0.5;0.5
UIB;No;parviflora;7;UIB_parviflora7;18;4;4;9.5;5.5;9;4;6;1;0.75;0.25
UIB;No;parviflora;8;UIB_parviflora8;12;3;4;9;4.5;7.5;3;6;1;1;0
UIB;No;parviflora;9;UIB_parviflora9;19.5;6;3.5;10;4.5;8.5;5;6;0.833333333;0.5;0.5
UIB;No;parviflora;10;UIB_parviflora10;22.5;5;3;10.5;5;9.5;5;10;1;1;0
UIB;No;parviflora;11;UIB_parviflora11;10.5;3;3.5;8;4;8.5;3;6;1;1;0
UIB;No;parviflora;12;UIB_parviflora12;12.5;3;4;9.5;4;8.5;3;4;1;0.666666667;0.333333333
UIB;No;parviflora;13;UIB_parviflora13;12;3;3.5;9.5;4;8;3;6;1;1;0
UIB;No;parviflora;14;UIB_parviflora14;15;2;3;8;4;8.5;2;4;1;1;0
UIB;No;parviflora;15;UIB_parviflora15;9.5;2;3.5;7.5;4;8;2;4;1;1;0
UIB;No;parviflora;16;UIB_parviflora16;9.5;1;3.5;7;3;7.5;1;2;1;1;0
UIB;No;parviflora;17;UIB_parviflora17;14;1;3.5;8.5;4;7.5;1;2;1;1;0
UIB;No;parviflora;18;UIB_parviflora18;19;3;4;7;4;7;3;6;1;1;0
UIB;No;parviflora;19;UIB_parviflora19;19.5;2;3;7;4;7.5;2;4;1;1;0
UIB;No;parviflora;20;UIB_parviflora20;11;4;4;9;4.5;8;4;8;1;1;0
UIB;No;parviflora;21;UIB_parviflora21;14;3;3;8;4;9;3;6;1;1;0
UIB;No;parviflora;22;UIB_parviflora22;20;4;4;8;4;7.5;4;8;1;1;0
UIB;No;parviflora;23;UIB_parviflora23;14.5;2;3.5;9;4;8;;;;;
UIB;No;parviflora;24;UIB_parviflora24;16;5;3;6;4;7.5;;;;;
UIB;No;parviflora;25;UIB_parviflora25;12.5;2;3;6;2;8;2;4;1;1;0
UIB;No;parviflora;26;UIB_parviflora26;31;8;4;6;2;8;8;6;1;0.375;0.625
