Site;Competition;Species;ID;FruitSet;PolliniaSet;N_flowers;Height;DiamCavity;LongLab;WidthLab;DepthLab;Eucera;Osmia;Andrena;Ceratina;Rich;Abund;H;simp;inv_simp;Abund_Slingua;Abund_Sparviflora;Rich_Coflowering;Abund_Coflowering;H_Coflowering;simp_Coflowering;inv_simp_Coflowering
Caubet;Yes;lingua;SL+SP23;0;1;2;17.5;5.7;12.1;6.5;12.2;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;lingua;SL+SP24;0;1;3;24.5;4.6;11.3;3.1;9.4;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;lingua;SL+SP25;0;1;4;19.5;4.4;10.4;5.1;12.3;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;lingua;SL+SP26;0;1;4;29.5;4.9;11.1;6;14.8;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;lingua;SL+SP27;0;1;4;28;6;12.3;5.4;12.1;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;lingua;SL+SP28;0;1;4;33;4.7;13.5;4.1;15.5;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;lingua;SL+SP29;0;1;3;26.5;6.2;12.5;6.5;15.4;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;lingua;SL+SP30;0;1;3;26;5.1;10.7;5.5;12.5;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL1;1;1;2;14;2.5;9.05;4.05;8.11;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL2;1;1;3;20.5;3.3;6.8;3.9;7.9;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL3;1;1;4;24;3.19;9.13;4.78;9.81;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL4;1;1;2;10;2.8;7.1;3.9;8.9;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL5;1;0.666666667;3;15.5;2.63;8.35;3.69;8.81;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL6;1;1;3;19;3;8.1;3.7;8.6;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL7;1;1;3;19.5;2.22;6.73;3.73;9.12;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL8;1;1;2;14;2.89;6.06;3.19;9.39;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL9;1;1;2;12;2.6;9;2.9;8.6;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL10;1;1;3;15.3;2.62;7.28;3.1;7.37;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL11;1;1;4;17.5;2.4;6.2;3.3;8.5;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL12;1;1;4;24.5;3.6;8.3;2.7;9.7;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL13;1;1;3;14.5;2.18;8.5;3.95;8.53;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL14;1;1;3;15;2.63;9.74;3.8;8.59;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL15;1;1;4;23.5;3.02;9.52;3.85;9.23;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL16;1;1;3;8.8;2.63;6.81;4.09;7.43;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL17;0;0;2;7;3.4;5.2;2.2;6.7;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL18;1;1;3;11;2.42;7.78;4.21;7.62;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL19;1;0.75;4;19.5;2.06;9.47;3.86;7.83;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL20;0.333333333;0.333333333;3;19;3.6;6.6;3.6;10;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL21;1;1;4;21.5;2.6;7.2;3.2;10.4;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL22;1;1;2;23;3.8;7.6;3.8;9.7;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL23;1;1;4;25.5;3.6;7.4;3.9;10.3;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL24;1;1;4;21.5;3.3;8.2;3.5;9.2;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL25;0.666666667;1;3;13;3.3;6.3;2.6;9.1;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL26;1;1;2;14.5;3.8;6.5;3.8;8.1;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL27;1;1;2;13.5;2.6;5.6;3.1;8.8;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL28;1;1;4;22;2.91;9.06;3.6;9.61;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL29;1;0.666666667;3;22;3.04;8.5;3.79;9.13;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Caubet;Yes;parviflora;SP+SL30;0.75;1;4;30.5;3.87;10.22;3.92;9.11;1;2;2;1;3.333333333;7.266666667;0.914931504;0.497418351;2.377514014;80;19;14;187;1.975929663;0.775372473;4.451814131
Llubi;Yes;lingua;SL+SP31;0;1;3;20.7;4.2;14.1;6.7;10.8;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP32;0;1;2;14.5;4.6;13;6.8;9.2;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP33;0;1;2;16.5;4.5;14.2;6.8;10;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP34;;;4;23;4.5;14.6;6.3;11.2;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP35;0;1;3;14;4.2;11.7;6.6;10.8;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP36;0;1;3;19;4.4;12.6;6.7;11.2;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP37;0;1;3;23;4.4;15.2;8.5;12;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP38;0;1;2;22;4.5;15.6;8;11.5;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP39;0;1;2;28;4.2;15.5;6;12.1;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP40;0;1;2;23;4;14.4;5.6;12;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP41;0;1;2;19;3.8;15.2;5.3;11;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP42;0;1;2;25;3.7;16;6.6;12.3;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP43;0;1;4;30;5;15.7;6.2;11.5;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP44;0;1;3;23.5;4.5;13;6;11;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP45;0;1;3;27.5;4.5;15;7.5;11;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP46;;;2;19;5;13.5;9;11;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP47;0;1;3;23;4;10;6.4;11.5;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP48;0;0.25;4;27;5;13;7.5;11.5;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP49;0.2;0.8;5;25;4;14;6.5;12.5;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP50;0;1;4;20.5;4.5;12.5;6.5;11;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP51;;;4;20;4;12.5;6;11;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP52;;;3;18.5;3.8;11;6;11;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP53;;;3;14.5;5.5;16;8;13;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP54;;;2;13;5.5;15;8.5;12.5;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP55;;;4;20;4.8;10.3;5.1;11.4;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP56;;;2;10;9.1;16.5;6.9;11.8;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP57;0;1;2;26.5;4.2;11.4;5.4;12.2;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP58;0;1;3;24;4.2;13.1;6.5;12;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP59;0;1;8;22.5;5;16.5;5.7;12;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;lingua;SL+SP60;0;1;2;13;3.3;11.7;5;11;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL36;0.75;0;4;11.8;2.6;8;4;7.6;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL37;1;0.25;4;19;2.4;9.7;3.5;7.9;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL38;1;1;4;12.5;2.7;8.5;3.6;8.3;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL39;0.333333333;0.333333333;3;16;3;8.6;3.1;8.3;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL40;1;1;2;19;2.3;8;4;7.7;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL41;0.666666667;1;3;21;2.4;9.3;4;8.5;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL42;0.666666667;1;3;22;2.8;9;3.7;7.8;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL43;1;1;3;35;2.4;11;4.2;8.2;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL44;1;0.5;4;28;2.5;9.2;3.5;8.4;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL45;1;0.333333333;3;28;2.3;9.4;3;8.5;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL46;1;1;3;22;2.2;8.3;3;8.2;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL47;1;1;2;12;2.1;9;3.2;8;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL48;;;3;16;2.5;8.4;2.8;8.8;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL49;1;0.5;4;27;2.7;10;3.5;9;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL50;1;1;3;23;2.7;7.8;3;9.3;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL51;0.333333333;0;3;18.5;3;8;5;9.8;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL52;0.5;0.166666667;6;25.5;3;10;4.5;9.5;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL53;1;1;3;18;2.5;9.5;3;8.5;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL54;1;0.333333333;3;17;2;8.8;3.5;9;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL55;1;1;2;17;2.3;6.1;2.5;8.1;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL56;1;1;3;17;2.2;8.2;2.9;8.9;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL57;1;1;4;16;2.6;7.8;3.7;7.5;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL58;0.75;0.75;4;19.5;2.4;8;3;9;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL59;1;1;3;24;2.1;8.7;3.7;9;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL60;1;1;5;24.2;2.7;10.8;2.5;9.7;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL61;1;0;2;19;2.8;5.5;2.8;7;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL62;;;2;17.2;3.3;7.5;3;8.5;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL63;1;1;3;25;3;8;3;8;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL64;1;1;3;21;2.5;9;3;9.6;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi;Yes;parviflora;SP+SL65;0.75;1;4;27;2.8;8.5;3;9;8;0;2;0;3.4;6.333333333;0.87515973;0.469626425;2.647347289;44;8;8;191;1.571869452;0.720813574;3.581836033
Llubi2;No;parviflora;SP1;;;3;17;2.7;7.1;2.8;6.8;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP2;1;1;2;16.5;3.6;7.5;3.4;8.4;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP3;0.5;1;2;8.5;2.6;6;3;5.4;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP4;0.666666667;1;3;17;2.9;6.1;3.4;6.8;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP5;1;1;3;19.5;2.4;5.7;3.2;7.9;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP6;1;1;2;16.5;3.8;5.5;3.4;7.4;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP7;1;1;3;18;2;7.4;3.4;6.4;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP8;1;1;2;16.5;3.8;5.6;3.1;7.1;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP9;1;1;2;22;3.6;4.8;3.2;6.3;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP10;1;1;4;25;3.7;7.7;4.2;6.1;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP11;1;1;2;13;3;5.2;3.3;5.9;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP12;1;1;4;29;4.1;9.3;3.3;6.3;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP13;1;1;3;23;3.3;8.2;3.5;7.3;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP14;0.5;1;2;10;1.8;5.6;3.2;6.5;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP15;1;1;2;16;3.3;6.1;3.6;6.1;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP16;0.666666667;1;3;19;1.8;4.7;2.3;6.5;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP17;1;1;5;25;2.6;6.5;3.6;8.7;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP18;1;1;3;22;3.4;7.5;3.1;7.9;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP19;1;0.333333333;3;21.5;4;7.5;3.8;8.4;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP20;1;1;4;25;3.9;6.4;2.9;7.9;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP21;0.75;0.75;4;31;3.4;6.3;2.8;7.3;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP22;1;1;4;32;2.7;8.1;3.2;5.6;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP23;1;1;4;31;3.2;7.4;3.4;9;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP24;1;1;2;12;3.1;6.8;3.2;6;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP25;1;1;3;23;3.3;6.9;3.5;7.5;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP26;1;1;1;12;3;6.9;3;5.2;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP27;1;1;3;16;3.1;6.7;2.7;7.4;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP28;1;1;3;25;3.8;8;3.6;8;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP29;1;0.5;2;12.5;3.2;7;2.2;6.8;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Llubi2;No;parviflora;SP30;0;1;3;16.5;3.9;6.7;3.2;7.3;1;4;3;0;2.733333333;4.533333333;0.843086675;0.660698611;3.082267635;0;17;3;170;0.43404665;0.221245675;1.284102017
Puigpunyent;Yes;lingua;SL+SP61;0;1;4;16.2;5;19;9;12;0;0;14;0;1.533333333;2.066666667;0.382870799;0.382925926;1.701775148;28;6;16;405;2.109353417;0.836677336;6.122848931
